PROVIAMO CON IL DIFFUSION_GAMMA



dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.1, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 1.0, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.73'] valid: ['0.68'] test: ['0.0']mean/std train: (np.float64(0.7253148148148149), np.float64(0.0)) mean/std valid: (np.float64(0.675), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))
dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.042, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.94'] test: ['0.0']mean/std train: (np.float64(0.9768148148148148), np.float64(0.0)) mean/std valid: (np.float64(0.939), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.042, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.045, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.93'] test: ['0.0']mean/std train: (np.float64(0.9730185185185185), np.float64(0.0)) mean/std valid: (np.float64(0.9268333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.042, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.01, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9824259259259259), np.float64(0.0)) mean/std valid: (np.float64(0.9456666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.055, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9689444444444445), np.float64(0.0)) mean/std valid: (np.float64(0.9506666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9682962962962963), np.float64(0.0)) mean/std valid: (np.float64(0.9541666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.045, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9688703703703704), np.float64(0.0)) mean/std valid: (np.float64(0.9536666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.01, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9690185185185185), np.float64(0.0)) mean/std valid: (np.float64(0.954), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))


ALTRI VALORI PER FARE PIù A GRANA FINE


dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9695), np.float64(0.0)) mean/std valid: (np.float64(0.9576666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.049, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9686296296296296), np.float64(0.0)) mean/std valid: (np.float64(0.9498333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.048, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9685925925925926), np.float64(0.0)) mean/std valid: (np.float64(0.959), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.047, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9696481481481481), np.float64(0.0)) mean/std valid: (np.float64(0.9533333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.046, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9690925925925926), np.float64(0.0)) mean/std valid: (np.float64(0.9521666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.015, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9775185185185186), np.float64(0.0)) mean/std valid: (np.float64(0.9628333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.015, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.049, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9760555555555556), np.float64(0.0)) mean/std valid: (np.float64(0.9588333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.015, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.048, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9777777777777777), np.float64(0.0)) mean/std valid: (np.float64(0.9615), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.015, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.047, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9773888888888889), np.float64(0.0)) mean/std valid: (np.float64(0.9588333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.015, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.046, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9753333333333334), np.float64(0.0)) mean/std valid: (np.float64(0.9568333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.017, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9798703703703704), np.float64(0.0)) mean/std valid: (np.float64(0.9605), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.017, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.049, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9807222222222223), np.float64(0.0)) mean/std valid: (np.float64(0.9583333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.017, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.048, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9797777777777777), np.float64(0.0)) mean/std valid: (np.float64(0.9586666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.017, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.047, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9778888888888889), np.float64(0.0)) mean/std valid: (np.float64(0.9506666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.017, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.046, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9781481481481481), np.float64(0.0)) mean/std valid: (np.float64(0.9613333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))


IL MEGLIO è L'ACCOPPIATA DT 0.015 E DIFFUSION_GAMMA 0.05
TEST CON GLI IPERPARAMETRI CLASSICI…


dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 2.7, epsilon: 0.51, gamma_range: 1.0, epsilon_range: 0.5, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.96'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9643703703703703), np.float64(0.0)) mean/std valid: (np.float64(0.9483333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

TEST SUGLI INTERVALLI TRA 0.01 E 0.015

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.01, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9685), np.float64(0.0)) mean/std valid: (np.float64(0.959), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.011, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9702777777777778), np.float64(0.0)) mean/std valid: (np.float64(0.9611666666666666), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.012, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9717037037037037), np.float64(0.0)) mean/std valid: (np.float64(0.96), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.013, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9731851851851852), np.float64(0.0)) mean/std valid: (np.float64(0.9575), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9758333333333333), np.float64(0.0)) mean/std valid: (np.float64(0.9626666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.015, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9752962962962963), np.float64(0.0)) mean/std valid: (np.float64(0.9548333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

SCELTO dt = 0.014 e diffusion_gamma = 0.05

Testiamo altri iperparametri (inizialmente gli ordini di grandezza)




dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.3, epsilon: 5.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9754444444444444), np.float64(0.0)) mean/std valid: (np.float64(0.9563333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.3, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9773333333333334), np.float64(0.0)) mean/std valid: (np.float64(0.9631666666666666), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.3, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9776851851851852), np.float64(0.0)) mean/std valid: (np.float64(0.9645), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.3, epsilon: 0.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.96'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.963037037037037), np.float64(0.0)) mean/std valid: (np.float64(0.9455), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.27, epsilon: 5.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9765555555555555), np.float64(0.0)) mean/std valid: (np.float64(0.9573333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9761851851851852), np.float64(0.0)) mean/std valid: (np.float64(0.9526666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.27, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9755), np.float64(0.0)) mean/std valid: (np.float64(0.9568333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.27, epsilon: 0.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9668148148148148), np.float64(0.0)) mean/std valid: (np.float64(0.9483333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.2, epsilon: 5.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9748888888888889), np.float64(0.0)) mean/std valid: (np.float64(0.9523333333333334), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.2, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.974925925925926), np.float64(0.0)) mean/std valid: (np.float64(0.9576666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

